pbs_code,prescribing_txt_id,pt_position,schedule_code
"11046J","11011","1","3834"
"11046J","7608","2","3834"
"11047K","11011","1","3834"
"11047K","7608","2","3834"
"11052Q","11011","1","3834"
"11052Q","7608","2","3834"
"11054T","11011","1","3834"
"11054T","7608","2","3834"
"11055W","19967","1","3834"
"11055W","33337","2","3834"
"11056X","7606","1","3834"
"11056X","7607","2","3834"
"11056X","7608","3","3834"
"11057Y","11011","1","3834"
"11057Y","7608","2","3834"
"11062F","19967","1","3834"
"11062F","33337","2","3834"
"11063G","19967","1","3834"
"11063G","33337","2","3834"
"11064H","19967","1","3834"
"11064H","33337","2","3834"
"11066K","19403","1","3834"
"11066K","7606","2","3834"
"11066K","7607","3","3834"
"11067L","28500","1","3834"
"11067L","7606","2","3834"
"11067L","7607","3","3834"
"11067L","7608","4","3834"
"11070P","20354","1","3834"
"11070P","7606","2","3834"
"11070P","7607","3","3834"
"11070P","7608","4","3834"
"11072R","19403","1","3834"
"11072R","7606","2","3834"
"11072R","7607","3","3834"
"11073T","28500","1","3834"
"11073T","7606","2","3834"
"11073T","7607","3","3834"
"11073T","7608","4","3834"
"11074W","7606","1","3834"
"11074W","7607","2","3834"
"11074W","7608","3","3834"
"11076Y","7606","1","3834"
"11076Y","7607","2","3834"
"11076Y","7608","3","3834"
"11079D","28500","1","3834"
"11079D","7606","2","3834"
"11079D","7607","3","3834"
"11079D","7608","4","3834"
"11080E","28500","1","3834"
"11080E","7606","2","3834"
"11080E","7607","3","3834"
"11080E","7608","4","3834"
"11085K","19403","1","3834"
"11085K","7606","2","3834"
"11085K","7607","3","3834"
"11086L","28500","1","3834"
"11086L","7606","2","3834"
"11086L","7607","3","3834"
"11086L","7608","4","3834"
"11087M","28500","1","3834"
"11087M","7606","2","3834"
"11087M","7607","3","3834"
"11087M","7608","4","3834"
"11089P","28500","1","3834"
"11089P","7606","2","3834"
"11089P","7607","3","3834"
"11089P","7608","4","3834"
"11094X","19403","1","3834"
"11094X","7606","2","3834"
"11094X","7607","3","3834"
"11096B","28500","1","3834"
"11096B","7606","2","3834"
"11096B","7607","3","3834"
"11096B","7608","4","3834"
"11097C","28584","1","3834"
"11097C","7607","2","3834"
"11097C","7608","3","3834"
"11098D","28584","1","3834"
"11098D","7607","2","3834"
"11098D","7608","3","3834"
"11100F","7606","1","3834"
"11100F","7607","2","3834"
"11100F","7608","3","3834"
"11102H","8211","1","3834"
"11102H","25651","2","3834"
"11102H","25574","3","3834"
"11105L","28584","1","3834"
"11105L","7607","2","3834"
"11105L","7608","3","3834"
"11106M","7606","1","3834"
"11106M","7607","2","3834"
"11106M","7608","3","3834"
"11109Q","28584","1","3834"
"11109Q","7607","2","3834"
"11109Q","7608","3","3834"
"11111T","8211","1","3834"
"11111T","25651","2","3834"
"11111T","25574","3","3834"
"11115B","7606","1","3834"
"11115B","7607","2","3834"
"11115B","7608","3","3834"
"11115B","25745","4","3834"
"11116C","20549","1","3834"
"11116C","28584","2","3834"
"11116C","7606","3","3834"
"11116C","7607","4","3834"
"11116C","7608","5","3834"
"11117D","7606","1","3834"
"11117D","7607","2","3834"
"11117D","7608","3","3834"
"11117D","25745","4","3834"
"11118E","20549","1","3834"
"11118E","28584","2","3834"
"11118E","7606","3","3834"
"11118E","7607","4","3834"
"11118E","7608","5","3834"
"11119F","7606","1","3834"
"11119F","7607","2","3834"
"11119F","7608","3","3834"
"11119F","25745","4","3834"
"11120G","7606","1","3834"
"11120G","7607","2","3834"
"11120G","7608","3","3834"
"11120G","25745","4","3834"
"11126N","20735","1","3834"
"11128Q","20735","1","3834"
"11143L","7607","1","3834"
"11143L","7608","2","3834"
"11143L","14458","3","3834"
"11149T","32715","1","3834"
"11150W","7607","1","3834"
"11150W","7608","2","3834"
"11152Y","7607","1","3834"
"11152Y","7608","2","3834"
"11153B","7607","1","3834"
"11153B","7608","2","3834"
"11157F","7607","1","3834"
"11157F","7608","2","3834"
"11158G","7607","1","3834"
"11158G","7608","2","3834"
"11158G","14458","3","3834"
"11159H","7607","1","3834"
"11159H","7608","2","3834"
"11160J","7607","1","3834"
"11160J","7608","2","3834"
"11162L","30935","1","3834"
"11162L","25796","2","3834"
"11162L","7606","3","3834"
"11162L","7607","4","3834"
"11162L","7608","5","3834"
"11163M","18515","1","3834"
"11163M","17712","2","3834"
"11163M","33847","3","3834"
"11163M","28500","4","3834"
"11164N","31329","1","3834"
"11164N","33164","2","3834"
"11164N","29791","3","3834"
"11164N","28584","4","3834"
"11165P","7608","1","3834"
"11165P","7606","2","3834"
"11165P","7607","3","3834"
"11165P","25796","4","3834"
"11166Q","7607","1","3834"
"11166Q","7608","2","3834"
"11167R","7607","1","3834"
"11167R","7608","2","3834"
"11168T","18515","1","3834"
"11168T","17712","2","3834"
"11168T","33847","3","3834"
"11168T","28500","4","3834"
"11169W","31333","1","3834"
"11170X","30935","1","3834"
"11170X","25796","2","3834"
"11170X","7606","3","3834"
"11170X","7607","4","3834"
"11170X","7608","5","3834"
"11171Y","7608","1","3834"
"11171Y","7606","2","3834"
"11171Y","7607","3","3834"
"11171Y","25796","4","3834"
"11172B","7607","1","3834"
"11172B","7608","2","3834"
"11173C","7607","1","3834"
"11173C","7608","2","3834"
"11174D","7607","1","3834"
"11174D","7608","2","3834"
"11175E","33164","1","3834"
"11175E","29791","2","3834"
"11175E","33847","3","3834"
"11175E","28584","4","3834"
"11176F","33164","1","3834"
"11176F","29791","2","3834"
"11176F","33847","3","3834"
"11176F","28584","4","3834"
"11177G","7607","1","3834"
"11177G","7608","2","3834"
"11178H","31329","1","3834"
"11178H","33164","2","3834"
"11178H","29791","3","3834"
"11179J","7607","1","3834"
"11179J","7608","2","3834"
"11180K","13395","1","3834"
"11180K","33254","2","3834"
"11181L","7607","1","3834"
"11181L","7608","2","3834"
"11182M","31329","1","3834"
"11182M","33164","2","3834"
"11182M","29791","3","3834"
"11182M","28584","4","3834"
"11196G","32678","1","3834"
"11196G","28912","2","3834"
"11196G","7606","3","3834"
"11196G","7607","4","3834"
"11197H","31231","1","3834"
"11197H","28496","2","3834"
"11197H","7606","3","3834"
"11197H","7607","4","3834"
"11198J","32663","1","3834"
"11198J","28912","2","3834"
"11198J","7606","3","3834"
"11198J","7607","4","3834"
"11201M","32678","1","3834"
"11201M","28912","2","3834"
"11201M","7606","3","3834"
"11201M","7607","4","3834"
"11202N","32663","1","3834"
"11202N","28912","2","3834"
"11202N","7606","3","3834"
"11202N","7607","4","3834"
"11204Q","32678","1","3834"
"11204Q","7606","2","3834"
"11204Q","7607","3","3834"
"11206T","30447","1","3834"
"11206T","25796","2","3834"
"11206T","31722","3","3834"
"11207W","32663","1","3834"
"11207W","7606","2","3834"
"11207W","7607","3","3834"
"11208X","32663","1","3834"
"11208X","28912","2","3834"
"11208X","7606","3","3834"
"11208X","7607","4","3834"
"11210B","12230","1","3834"
"11211C","31231","1","3834"
"11211C","28912","2","3834"
"11211C","28496","3","3834"
"11211C","7606","4","3834"
"11211C","7607","5","3834"
"11213E","30935","1","3834"
"11213E","25796","2","3834"
"11213E","7606","3","3834"
"11213E","7607","4","3834"
"11213E","7608","5","3834"
"11215G","32678","1","3834"
"11215G","28912","2","3834"
"11215G","28496","3","3834"
"11215G","7606","4","3834"
"11215G","7607","5","3834"
"11216H","32663","1","3834"
"11216H","28912","2","3834"
"11216H","7606","3","3834"
"11216H","7607","4","3834"
"11217J","32678","1","3834"
"11217J","28912","2","3834"
"11217J","28496","3","3834"
"11217J","7606","4","3834"
"11217J","7607","5","3834"
"11218K","31231","1","3834"
"11218K","28912","2","3834"
"11218K","28496","3","3834"
"11218K","7606","4","3834"
"11218K","7607","5","3834"
"11221N","31110","1","3834"
"11221N","28912","2","3834"
"11221N","28496","3","3834"
"11221N","7606","4","3834"
"11221N","7607","5","3834"
"11222P","31110","1","3834"
"11222P","28912","2","3834"
"11222P","7606","3","3834"
"11222P","7607","4","3834"
"11223Q","31110","1","3834"
"11223Q","7606","2","3834"
"11223Q","7607","3","3834"
"11224R","31110","1","3834"
"11224R","28912","2","3834"
"11224R","7606","3","3834"
"11224R","7607","4","3834"
"11225T","31110","1","3834"
"11225T","28912","2","3834"
"11225T","28496","3","3834"
"11225T","7606","4","3834"
"11225T","7607","5","3834"
"11226W","25796","1","3834"
"11226W","7606","2","3834"
"11226W","7607","3","3834"
"11226W","7608","4","3834"
"11229B","7607","1","3834"
"11229B","21501","2","3834"
"11229B","7608","3","3834"
"11230C","7607","1","3834"
"11230C","21501","2","3834"
"11230C","7608","3","3834"
"11231D","25796","1","3834"
"11232E","25796","1","3834"
"11234G","25796","1","3834"
"11235H","25796","1","3834"
"11237K","7606","1","3834"
"11237K","7607","2","3834"
"11237K","7608","3","3834"
"11239M","25796","1","3834"
"11240N","25796","1","3834"
"11241P","25796","1","3834"
"11242Q","7606","1","3834"
"11242Q","7607","2","3834"
"11242Q","7608","3","3834"
"11244T","25796","1","3834"
"11247Y","25796","1","3834"
"11251E","7606","1","3834"
"11251E","7607","2","3834"
"11252F","7606","1","3834"
"11252F","7607","2","3834"
"11252F","7608","3","3834"
"11261Q","7606","1","3834"
"11261Q","7607","2","3834"
"11261Q","7608","3","3834"
"11269D","32001","1","3834"
"11269D","32002","2","3834"
"11273H","34175","1","3834"
"11273H","22705","2","3834"
"11276L","7606","1","3834"
"11276L","7607","2","3834"
"11276L","32715","3","3834"
"11277M","7607","1","3834"
"11277M","7608","2","3834"
"11284X","14458","1","3834"
"11284X","7607","2","3834"
"11284X","7608","3","3834"
"11286B","32001","1","3834"
"11286B","32002","2","3834"
"11286B","25796","3","3834"
"11289E","30913","1","3834"
"11296M","7606","1","3834"
"11296M","7607","2","3834"
"11296M","32715","3","3834"
"11297N","7607","1","3834"
"11297N","7608","2","3834"
"11301T","31027","1","3834"
"11301T","31028","2","3834"
"11302W","7608","1","3834"
"11303X","32001","1","3834"
"11303X","32002","2","3834"
"11304Y","21279","1","3834"
"11304Y","7606","2","3834"
"11304Y","7607","3","3834"
"11304Y","7608","4","3834"
"11308E","7608","1","3834"
"11309F","14458","1","3834"
"11309F","7607","2","3834"
"11309F","7608","3","3834"
"11315M","30913","1","3834"
"11316N","30913","1","3834"
"11318Q","32678","1","3834"
"11318Q","7606","2","3834"
"11319R","32678","1","3834"
"11319R","7606","2","3834"
"11320T","32678","1","3834"
"11320T","7606","2","3834"
"11320T","7607","3","3834"
"11321W","7606","1","3834"
"11321W","7607","2","3834"
"11322X","31231","1","3834"
"11322X","7606","2","3834"
"11323Y","32663","1","3834"
"11323Y","7606","2","3834"
"11323Y","7607","3","3834"
"11324B","32663","1","3834"
"11324B","7606","2","3834"
"11324B","7607","3","3834"
"11325C","31231","1","3834"
"11325C","7606","2","3834"
"11325C","7607","3","3834"
"11326D","32663","1","3834"
"11326D","7606","2","3834"
"11326D","7607","3","3834"
"11330H","7606","1","3834"
"11330H","7607","2","3834"
"11330H","7608","3","3834"
"11330H","25071","4","3834"
"11335N","7608","1","3834"
"11341X","7608","1","3834"
"11351K","12230","1","3834"
"11352L","7606","1","3834"
"11352L","7607","2","3834"
"11352L","7608","3","3834"
"11352L","25071","4","3834"
"11359W","7608","1","3834"
"11360X","7614","1","3834"
"11360X","7607","2","3834"
"11360X","7608","3","3834"
"11361Y","32678","1","3834"
"11361Y","7606","2","3834"
"11361Y","7607","3","3834"
"11361Y","7608","4","3834"
"11363C","7606","1","3834"
"11363C","7607","2","3834"
"11363C","7608","3","3834"
"11363C","28584","4","3834"
"11363C","28786","5","3834"
"11364D","7608","1","3834"
"11365E","32663","1","3834"
"11365E","7606","2","3834"
"11365E","7607","3","3834"
"11365E","7608","4","3834"
"11366F","21984","1","3834"
"11367G","7614","1","3834"
"11367G","7607","2","3834"
"11367G","7608","3","3834"
"11368H","7614","1","3834"
"11368H","7607","2","3834"
"11368H","7608","3","3834"
"11369J","7614","1","3834"
"11369J","7607","2","3834"
"11369J","7608","3","3834"
"11371L","7614","1","3834"
"11371L","7607","2","3834"
"11371L","7608","3","3834"
"11372M","31231","1","3834"
"11372M","7606","2","3834"
"11372M","7607","3","3834"
"11372M","7608","4","3834"
"11373N","32663","1","3834"
"11373N","7606","2","3834"
"11373N","7607","3","3834"
"11373N","7608","4","3834"
"11374P","7614","1","3834"
"11374P","7607","2","3834"
"11374P","7608","3","3834"
"11375Q","31231","1","3834"
"11375Q","7606","2","3834"
"11375Q","7607","3","3834"
"11375Q","7608","4","3834"
"11376R","32678","1","3834"
"11376R","7606","2","3834"
"11376R","7607","3","3834"
"11376R","7608","4","3834"
"11378W","28786","1","3834"
"11378W","28500","2","3834"
"11378W","7606","3","3834"
"11378W","7607","4","3834"
"11378W","7608","5","3834"
"11379X","21974","1","3834"
"11379X","21824","2","3834"
"11379X","21976","3","3834"
"11379X","11429","4","3834"
"11379X","21822","5","3834"
"11379X","21977","6","3834"
"11380Y","21984","1","3834"
"11381B","29247","1","3834"
"11381B","7606","2","3834"
"11381B","7607","3","3834"
"11381B","7608","4","3834"
"11382C","29247","1","3834"
"11382C","7606","2","3834"
"11382C","7607","3","3834"
"11382C","7608","4","3834"
"11383D","22191","1","3834"
"11384E","8541","1","3834"
"11385F","29102","1","3834"
"11385F","27801","2","3834"
"11385F","25796","3","3834"
"11385F","7606","4","3834"
"11385F","7607","5","3834"
"11385F","7608","6","3834"
"11386G","29102","1","3834"
"11386G","27801","2","3834"
"11386G","25796","3","3834"
"11386G","7606","4","3834"
"11386G","7607","5","3834"
"11386G","7608","6","3834"
"11389K","31329","1","3834"
"11391M","22191","1","3834"
"11393P","8541","1","3834"
"11396T","31329","1","3834"
"11396T","23973","2","3834"
"11397W","29102","1","3834"
"11397W","27801","2","3834"
"11397W","25796","3","3834"
"11397W","7606","4","3834"
"11397W","7607","5","3834"
"11397W","7608","6","3834"
"11399Y","31329","1","3834"
"11400B","31329","1","3834"
"11400B","23973","2","3834"
"11406H","7606","1","3834"
"11406H","7607","2","3834"
"11407J","7606","1","3834"
"11407J","7608","2","3834"
"11409L","7606","1","3834"
"11409L","7608","2","3834"
"11410M","28500","1","3834"
"11410M","7606","2","3834"
"11410M","7607","3","3834"
"11411N","7608","1","3834"
"11411N","7607","2","3834"
"11412P","31407","1","3834"
"11414R","7607","1","3834"
"11416W","33828","1","3834"
"11418Y","7606","1","3834"
"11418Y","7608","2","3834"
"11419B","25796","1","3834"
"11419B","28339","2","3834"
"11419B","7606","3","3834"
"11419B","7607","4","3834"
"11419B","7608","5","3834"
"11423F","31407","1","3834"
"11423F","23973","2","3834"
"11423F","7607","3","3834"
"11424G","31407","1","3834"
"11425H","7607","1","3834"
"11425H","7608","2","3834"
"11426J","7608","1","3834"
"11428L","7606","1","3834"
"11428L","7608","2","3834"
"11429M","7606","1","3834"
"11429M","7608","2","3834"
"11430N","7607","1","3834"
"11431P","7607","1","3834"
"11432Q","31407","1","3834"
"11432Q","23973","2","3834"
"11432Q","7607","3","3834"
"11434T","7607","1","3834"
"11434T","7608","2","3834"
"11435W","7607","1","3834"
"11435W","7608","2","3834"
"11436X","7606","1","3834"
"11437Y","31231","1","3834"
"11437Y","7606","2","3834"
"11437Y","7607","3","3834"
"11437Y","7608","4","3834"
"11440D","7608","1","3834"
"11441E","7608","1","3834"
"11442F","31231","1","3834"
"11442F","7606","2","3834"
"11442F","7607","3","3834"
"11442F","7608","4","3834"
"11443G","31231","1","3834"
"11443G","7606","2","3834"
"11443G","7607","3","3834"
"11443G","7608","4","3834"
"11445J","27279","1","3834"
"11445J","33720","2","3834"
"11447L","31231","1","3834"
"11447L","7606","2","3834"
"11447L","7607","3","3834"
"11447L","7608","4","3834"
"11448M","27279","1","3834"
"11448M","33720","2","3834"
"11449N","27279","1","3834"
"11449N","28496","2","3834"
"11450P","27279","1","3834"
"11450P","28496","2","3834"
"11451Q","7608","1","3834"
"11452R","7608","1","3834"
"11455X","7606","1","3834"
"11455X","7607","2","3834"
"11455X","7608","3","3834"
"11456Y","7606","1","3834"
"11456Y","7607","2","3834"
"11456Y","7608","3","3834"
"11457B","7606","1","3834"
"11457B","7607","2","3834"
"11457B","7608","3","3834"
"11458C","7606","1","3834"
"11458C","7607","2","3834"
"11458C","7608","3","3834"
"11459D","29247","1","3834"
"11459D","27391","2","3834"
"11459D","7767","3","3834"
"11460E","7606","1","3834"
"11460E","7607","2","3834"
"11460E","7608","3","3834"
"11461F","29247","1","3834"
"11461F","27391","2","3834"
"11461F","23973","3","3834"
"11461F","7607","4","3834"
"11462G","7606","1","3834"
"11462G","7607","2","3834"
"11462G","7608","3","3834"
"11463H","28738","1","3834"
"11463H","28584","2","3834"
"11463H","7606","3","3834"
"11463H","7607","4","3834"
"11463H","7608","5","3834"
"11464J","28738","1","3834"
"11464J","28584","2","3834"
"11464J","7606","3","3834"
"11464J","7607","4","3834"
"11464J","7608","5","3834"
"11465K","28738","1","3834"
"11465K","28584","2","3834"
"11465K","7606","3","3834"
"11465K","7607","4","3834"
"11465K","7608","5","3834"
"11466L","28738","1","3834"
"11466L","28584","2","3834"
"11466L","7606","3","3834"
"11466L","7607","4","3834"
"11466L","7608","5","3834"
"11468N","7606","1","3834"
"11468N","7607","2","3834"
"11468N","7608","3","3834"
"11469P","7608","1","3834"
"11469P","7607","2","3834"
"11469P","26357","3","3834"
"11469P","29786","4","3834"
"11471R","7608","1","3834"
"11471R","7607","2","3834"
"11471R","26357","3","3834"
"11471R","29786","4","3834"
"11471R","12375","5","3834"
"11472T","7606","1","3834"
"11472T","7607","2","3834"
"11472T","7608","3","3834"
"11472T","28584","4","3834"
"11472T","28786","5","3834"
"11473W","7606","1","3834"
"11473W","7607","2","3834"
"11473W","7608","3","3834"
"11475Y","7606","1","3834"
"11475Y","24113","2","3834"
"11476B","28786","1","3834"
"11476B","28500","2","3834"
"11476B","7606","3","3834"
"11476B","7607","4","3834"
"11476B","7608","5","3834"
"11477C","7606","1","3834"
"11477C","24113","2","3834"
"11480F","7608","1","3834"
"11480F","7607","2","3834"
"11480F","26357","3","3834"
"11480F","29786","4","3834"
"11480F","12375","5","3834"
"11482H","32678","1","3834"
"11483J","31231","1","3834"
"11483J","29190","2","3834"
"11483J","7607","3","3834"
"11484K","7607","1","3834"
